,,,,,,,,,,,,,,,,,,,,,,,
2017,,,,,,,,,,,,,,,,,,,,,,,2017
Mo,nthly Rep,,nthly Rep,,nthly Rep,,nthly Rep,,nthly Rep,,nthly Rep,,nthly Rep,,nthly Rep,,nthly Rep,,nthly Rep,,nthly Rep,,Mo
--,---------,,---------,,---------,,---------,,---------,,---------,,---------,,---------,,---------,,---------,,---------,,--
,,,,,,,,,,,,,,,,,,,,,, TOTAL ,
Locations on this,City Centre,,Cloverdale,,Fleetwood,,Guildford,,Newton,,Ocean Park,,Port Kells,,Semiahmoo,,Strawberry Hill,,ReadAbility,,CS,Jan-18,Locations on this
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Items: Coll. ISta,,,,,,,,,,,,,,,,,,,,,,,Items: Coll. ISta
,,,,,,,,,,,,,,,,,,,,,,,
Description,Jan-18,,Jan-18,,Jan-18,,Jan-18,,Jan-18,,Jan-18,,Jan-18,,Jan-18,,Jan-18,,Jan-18,,Jan-18,,Description
-----------------,--------,,--------,,--------,,--------,,--------,,--------,,--------,,--------,,--------,,--------,,--------,,-----------------
Jr. 1 Week Loan,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0, -   ,Jr. 1 Week Loan
Jr. Book,36210,,15477,,26078,,43631,,24984,,14614,,3912,,31084,,19199,,1,,0," 215,190 ",Jr. Book
Jr. Book - 6 Wk.,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0, -   ,Jr. Book - 6 Wk.
Jr. Audio Cassett,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0, -   ,Jr. Audio Cassett
Jr. Compact Disc,929,,404,,655,,1085,,517,,320,,178,,551,,480,,0,,1," 5,120 ",Jr. Compact Disc
Jr. Catalogued Pa,8229,,3896,,6015,,9179,,6371,,3457,,1092,,5696,,4981,,0,,0," 48,916 ",Jr. Catalogued Pa
Jr. DVD,5995,,3193,,3621,,5105,,4388,,2271,,624,,3719,,3612,,0,,0," 32,528 ",Jr. DVD
Jr. Extended Loan,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0, -   ,Jr. Extended Loan
Jr. Fast Add,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0, -   ,Jr. Fast Add
Jr. Generic Kit,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0, -   ,Jr. Generic Kit
Jr. Generic Kit -,498,,275,,445,,491,,301,,186,,48,,224,,261,,0,,0," 2,729 ",Jr. Generic Kit -
Junior Graphic No,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0, -   ,Junior Graphic No
Jr. Kit,0,,3,,2,,2,,3,,0,,0,,2,,1,,0,,0, 13 ,Jr. Kit
Jr. Kit - Nonmagn,24,,19,,19,,37,,25,,20,,2,,32,,21,,0,,0, 199 ,Jr. Kit - Nonmagn
Jr. Magazine,405,,269,,429,,693,,284,,312,,182,,364,,263,,0,,0," 3,201 ",Jr. Magazine
Jr. Paperback,7583,,5248,,6879,,10348,,8214,,3240,,1122,,6617,,5690,,0,,0," 54,941 ",Jr. Paperback
Jr. Reference,446,,385,,207,,400,,317,,269,,28,,362,,521,,0,,0," 2,935 ",Jr. Reference
JR Superloan DVD,91,,58,,47,,79,,55,,44,,28,,63,,71,,0,,0, 536 ,JR Superloan DVD
Jr. Books On Tape,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0, -   ,Jr. Books On Tape
Jr. Video,16,,5,,3,,10,,10,,0,,1,,2,,2,,0,,0, 49 ,Jr. Video
Book Club Kit,148,,22,,87,,87,,65,,0,,0,,92,,61,,0,,0, 562 ,Book Club Kit
Adult Kit - Tapes,10,,3,,4,,11,,9,,0,,0,,6,,9,,0,,0, 52 ,Adult Kit - Tapes
Adult Kit - Nonma,781,,235,,253,,562,,488,,110,,27,,313,,343,,0,,0," 3,112 ",Adult Kit - Nonma
Adult Storytellin,26,,6,,7,,15,,9,,0,,0,,5,,3,,0,,0, 71 ,Adult Storytellin
Adult Multi-lingu,3245,,76,,1203,,3086,,1196,,0,,0,,1563,,1031,,0,,0," 11,400 ",Adult Multi-lingu
New Magazine,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0, 1 ,New Magazine
Adult Reference,2310,,3773,,400,,2362,,625,,208,,40,,554,,293,,2,,7," 10,574 ",Adult Reference
Adult Reference M,114,,61,,46,,57,,31,,38,,16,,28,,38,,0,,0, 429 ,Adult Reference M
Adult Superloan,207,,91,,108,,139,,106,,91,,35,,142,,101,,0,,0," 1,020 ",Adult Superloan
Adult Superloan D,272,,82,,117,,182,,122,,67,,54,,175,,139,,0,,0," 1,210 ",Adult Superloan D
Test Itype --  Do,0,,0,,1,,0,,0,,0,,0,,0,,0,,0,,0, 1 ,Test Itype --  Do
Unknown itype for,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0, -   ,Unknown itype for
Adult Vertical Fi,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0, -   ,Adult Vertical Fi
Adult Video,12,,2,,17,,1,,23,,1,,0,,9,,13,,0,,0, 78 ,Adult Video
Adult Video Restr,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0, -   ,Adult Video Restr
Item Type Default,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0, -   ,Item Type Default
-----,--------,,--------,,--------,,--------,,--------,,--------,,--------,,--------,,--------,,--------,,--------, -   ,-----
Total,140462,,62265,,78132,,144824,,97673,,43332,,13502,,96031,,67273,,5697,,22," 749,213 ",Total
,,,,,,,,,,,,,,,,,,,,,, -   ,
,,,,,,,,,,,,,,,,,,,,,, -   ,
Borrowers: BStat,,,,,,,,,,,,,,,,,,,,,, -   ,Borrowers: BStat
,,,,,,,,,,,,,,,,,,,,,, -   ,
Description,Jan-18,,Jan-18,,Jan-18,,Jan-18,,Jan-18,,Jan-18,,Jan-18,,Jan-18,,Jan-18,,Jan-18,,Jan-18," 474,111 ",Description
-----------------,--------,,--------,,--------,,--------,,--------,,--------,,--------,,--------,,--------,,--------,,--------, -   ,-----------------
SPL staff for onl,31,,14,,12,,33,,14,,5,,1,,10,,10,,2,,1, 133 ,SPL staff for onl
City of Surrey st,82,,8,,3,,5,,4,,0,,0,,4,,1,,0,,0, 107 ,City of Surrey st
Teacher-Librarian,4,,3,,3,,4,,3,,2,,134,,3,,0,,0,,0, 156 ,Teacher-Librarian
"Abbotsford, Bc",468,,244,,177,,607,,222,,56,,34,,146,,220,,1,,3," 2,178 ","Abbotsford, Bc"
"Agassiz, Bc",11,,8,,2,,17,,4,,0,,0,,5,,1,,1,,0, 49 ,"Agassiz, Bc"
"Airdrie, Ab",0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1, 1 ,"Airdrie, Ab"
"Aldergrove, Bc",128,,185,,54,,201,,72,,38,,18,,97,,27,,0,,1, 821 ,"Aldergrove, Bc"
"Alert Bay, Bc",1,,0,,0,,1,,0,,0,,0,,1,,0,,0,,1, 4 ,"Alert Bay, Bc"
"Anmore, Bc",4,,1,,1,,5,,0,,0,,0,,2,,1,,0,,0, 14 ,"Anmore, Bc"
"Atlin, Bc",0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1, 1 ,"Atlin, Bc"
"Barrhead, Ab",0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1, 1 ,"Barrhead, Ab"
"Bassano, Ab",0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1, 1 ,"Bassano, Ab"
"Battleford, Sk",0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1, 1 ,"Battleford, Sk"
"Boston Bar, Bc",0,,0,,0,,2,,1,,0,,0,,0,,0,,0,,0, 3 ,"Boston Bar, Bc"
"Belcarra, Bc",0,,0,,0,,6,,0,,1,,0,,0,,0,,0,,0, 7 ,"Belcarra, Bc"
"Beaverlodge, Ab",0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1, 1 ,"Beaverlodge, Ab"
"Bentley, Ab",0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1, 1 ,"Bentley, Ab"
"Big Valley, Ab",0,,0,,0,,2,,0,,0,,0,,0,,0,,0,,1, 3 ,"Big Valley, Ab"
"Blairmore, Ab",0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1, 1 ,"Blairmore, Ab"
"Bowen Island, Bc",4,,4,,0,,3,,0,,2,,0,,4,,0,,1,,1, 19 ,"Bowen Island, Bc"
"Bonnyville, Ab",0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1, 1 ,"Bonnyville, Ab"
"Bow Island, Ab",0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1, 1 ,"Bow Island, Ab"
"Brackendale, Bc",2,,0,,0,,2,,0,,0,,0,,1,,1,,0,,0, 6 ,"Brackendale, Bc"
"Bradner, Bc",0,,1,,0,,1,,0,,0,,0,,0,,0,,0,,0, 2 ,"Bradner, Bc"
"Burnaby, Bc",1581,,121,,190,,986,,286,,64,,6,,206,,322,,1,,4," 3,767 ","Burnaby, Bc"
"Burns Lake, Bc",1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1, 2 ,"Burns Lake, Bc"
"Castlegar, Bc",3,,0,,0,,3,,0,,0,,0,,0,,0,,0,,2, 8 ,"Castlegar, Bc"
"Calgary, Ab",1,,1,,0,,0,,0,,0,,0,,0,,1,,0,,2, 5 ,"Calgary, Ab"
"Campbell River, B",6,,1,,2,,6,,3,,0,,0,,5,,3,,0,,1, 27 ,"Campbell River, B"
"Canmore, Ab",0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1, 1 ,"Canmore, Ab"
"Chilliwack, Bc",121,,78,,42,,188,,71,,16,,4,,64,,27,,0,,0, 611 ,"Chilliwack, Bc"
"Chetwynd, Bc",0,,0,,0,,0,,0,,0,,0,,1,,0,,0,,1, 2 ,"Chetwynd, Bc"
"Cluny, Ab",0,,0,,0,,0,,1,,0,,0,,0,,0,,0,,0, 1 ,"Cluny, Ab"
"Claresholm, Ab",0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1, 1 ,"Claresholm, Ab"
"Coquitlam, Bc",690,,111,,113,,899,,178,,24,,4,,98,,123,,2,,1," 2,243 ","Coquitlam, Bc"
"Cochrane, Ab",0,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0, 1 ,"Cochrane, Ab"
"Cold Lake, Ab",0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1, 1 ,"Cold Lake, Ab"
"Creston, Bc",0,,2,,0,,1,,0,,0,,0,,1,,0,,0,,1, 5 ,"Creston, Bc"
"Cranbrook, Bc",3,,0,,0,,0,,0,,2,,0,,4,,0,,0,,2, 11 ,"Cranbrook, Bc"
Crawford Bay Bc,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1, 1 ,Crawford Bay Bc
"Cultus Lake, Bc",3,,1,,1,,0,,0,,1,,0,,2,,3,,0,,0, 11 ,"Cultus Lake, Bc"
"Dawson Creek, Bc",2,,1,,0,,0,,0,,0,,0,,4,,3,,0,,1, 11 ,"Dawson Creek, Bc"
"Delta, Bc",1702,,243,,252,,1111,,2333,,190,,14,,517,,14485,,9,,0," 20,856 ","Delta, Bc"
"Delburne, Ab",1,,0,,0,,0,,0,,0,,0,,1,,0,,0,,0, 2 ,"Delburne, Ab"
"Darcy, Bc",0,,0,,0,,1,,1,,0,,0,,0,,1,,0,,0, 3 ,"Darcy, Bc"
"Duncan, Bc",6,,3,,5,,4,,5,,4,,0,,4,,8,,0,,0, 39 ,"Duncan, Bc"
"Dewdney, Bc",0,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0, 1 ,"Dewdney, Bc"
"Edgewood, Bc",0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0, -   ,"Edgewood, Bc"
"Edmonton, Ab",2,,0,,0,,1,,1,,0,,2,,0,,0,,0,,2, 8 ,"Edmonton, Ab"
"Elkford, Bc",0,,0,,0,,0,,0,,0,,0,,0,,1,,0,,1, 2 ,"Elkford, Bc"
"Emporia, Kansas,",0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1, 1 ,"Emporia, Kansas,"
"Fairview, AB",0,,0,,0,,0,,0,,0,,0,,0,,1,,0,,1, 2 ,"Fairview, AB"
"Furry Creek, Bc",1,,0,,0,,1,,0,,0,,0,,0,,0,,0,,0, 2 ,"Furry Creek, Bc"
"Fernie, Bc",0,,0,,0,,1,,0,,0,,0,,0,,0,,0,,1, 2 ,"Fernie, Bc"
"Fort Mcleod, Ab",0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1, 1 ,"Fort Mcleod, Ab"
"Fort Langley, Bc",18,,34,,11,,59,,9,,3,,12,,7,,5,,0,,0, 158 ,"Fort Langley, Bc"
"Forestburg, Ab",0,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0, 1 ,"Forestburg, Ab"
"Fort Mcmurray, Ab",0,,0,,0,,0,,1,,0,,0,,0,,0,,0,,1, 2 ,"Fort Mcmurray, Ab"
"Fraser Lake, Bc",0,,1,,0,,0,,0,,0,,0,,0,,0,,0,,1, 2 ,"Fraser Lake, Bc"
"Fredericton, NB",0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1, 1 ,"Fredericton, NB"
"Fruitvale, Bc",0,,0,,0,,0,,1,,0,,0,,0,,0,,0,,1, 2 ,"Fruitvale, Bc"
"Fort St. James, B",1,,1,,0,,0,,1,,0,,0,,0,,0,,0,,1, 4 ,"Fort St. James, B"
Fort Saskatchewan,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1, 1 ,Fort Saskatchewan
"Fort St. John, Bc",2,,0,,0,,2,,0,,0,,0,,4,,0,,0,,2, 10 ,"Fort St. John, Bc"
"Fort Nelson, Bc",2,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1, 3 ,"Fort Nelson, Bc"
Fraser Valley Reg,4,,0,,2,,5,,1,,6,,1,,6,,1,,0,,0, 26 ,Fraser Valley Reg
"Galiano Island, B",1,,1,,0,,5,,2,,1,,0,,3,,1,,0,,1, 15 ,"Galiano Island, B"
"Galahad, Ab",0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1, 1 ,"Galahad, Ab"
Grande Cache,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1, 1 ,Grande Cache
Garibaldi Highlan,5,,3,,1,,3,,1,,0,,0,,1,,0,,0,,0, 14 ,Garibaldi Highlan
"Gibsons, Bc",5,,8,,3,,16,,4,,1,,0,,9,,2,,0,,1, 49 ,"Gibsons, Bc"
"Grand Forks, Bc",2,,0,,0,,1,,0,,0,,0,,0,,0,,0,,1, 4 ,"Grand Forks, Bc"
"Granisle, Bc",0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1, 1 ,"Granisle, Bc"
"Greenwood, Bc",0,,1,,0,,0,,0,,0,,0,,1,,0,,0,,1, 3 ,"Greenwood, Bc"
"Greendale, Bc",0,,0,,0,,0,,1,,0,,0,,0,,0,,0,,0, 1 ,"Greendale, Bc"
"Hazelton, Bc",0,,0,,1,,1,,0,,0,,0,,1,,1,,0,,1, 5 ,"Hazelton, Bc"
Harrison Hot Spri,5,,4,,1,,4,,1,,1,,0,,4,,0,,0,,0, 20 ,Harrison Hot Spri
"Halfmoon Bay, Bc",0,,0,,1,,5,,0,,0,,0,,2,,0,,0,,0, 8 ,"Halfmoon Bay, Bc"
"High Prairie, Ab",1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1, 2 ,"High Prairie, Ab"
"Hope, Bc",16,,16,,5,,21,,9,,3,,0,,5,,4,,0,,0, 79 ,"Hope, Bc"
"Houston, Bc",0,,0,,1,,0,,0,,0,,0,,0,,0,,0,,1, 2 ,"Houston, Bc"
"Hudson's Hope, Bc",0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1, 1 ,"Hudson's Hope, Bc"
"Des Moines, Ia.",0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1, 1 ,"Des Moines, Ia."
"Invermere, Bc",0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1, 1 ,"Invermere, Bc"
"Innisfail, Ab",0,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0, 1 ,"Innisfail, Ab"
International,3,,0,,0,,0,,0,,0,,0,,0,,0,,0,,58, 61 ,International
"Kamloops, Bc",13,,6,,3,,15,,2,,5,,0,,13,,5,,0,,2, 64 ,"Kamloops, Bc"
"Kaslo, Bc",1,,0,,0,,1,,0,,2,,0,,1,,0,,0,,1, 6 ,"Kaslo, Bc"
"Kemano, Bc",2,,0,,0,,0,,1,,0,,0,,0,,0,,0,,0, 3 ,"Kemano, Bc"
"Kelowna, Bc",19,,8,,7,,8,,9,,2,,1,,13,,7,,0,,2, 76 ,"Kelowna, Bc"
"Kitimat, Bc",1,,0,,0,,1,,0,,1,,0,,0,,0,,0,,1, 4 ,"Kitimat, Bc"
"Kimberley, Bc",0,,0,,0,,0,,0,,2,,0,,1,,0,,0,,1, 4 ,"Kimberley, Bc"
"Langley, Bc",39,,92,,37,,45,,31,,11,,13,,36,,8,,0,,0, 312 ,"Langley, Bc"
"Lacombe, Ab",0,,4,,0,,1,,2,,0,,0,,0,,0,,0,,2, 9 ,"Lacombe, Ab"
"Lions Bay, Bc",6,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0, 6 ,"Lions Bay, Bc"
"Langley City, Bc",840,,1411,,445,,1557,,438,,201,,159,,693,,140,,1,,0," 5,885 ","Langley City, Bc"
"Lake Errock, Bc",2,,1,,1,,0,,0,,0,,0,,1,,0,,0,,0, 5 ,"Lake Errock, Bc"
"Lethbridge, Ab",0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1, 1 ,"Lethbridge, Ab"
"Lillooet, Bc",1,,1,,0,,4,,1,,1,,0,,1,,0,,0,,1, 10 ,"Lillooet, Bc"
"Lindell Beach, Bc",0,,0,,1,,4,,0,,1,,0,,0,,0,,0,,0, 6 ,"Lindell Beach, Bc"
"Lloydminster, Ab",0,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0, 1 ,"Lloydminster, Ab"
"Los Angeles, Ca",0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1, 1 ,"Los Angeles, Ca"
"Langley Township,",249,,895,,184,,666,,133,,74,,325,,122,,29,,1,,0," 2,678 ","Langley Township,"
"Maple Ridge, Bc",234,,62,,53,,253,,76,,22,,12,,52,,52,,1,,0, 817 ,"Maple Ridge, Bc"
"Mackenzie, Bc",1,,0,,0,,1,,0,,0,,0,,0,,1,,0,,1, 4 ,"Mackenzie, Bc"
"Madiera Park, Bc",0,,0,,0,,0,,0,,2,,0,,0,,0,,0,,1, 3 ,"Madiera Park, Bc"
"Magrath, AB",0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1, 1 ,"Magrath, AB"
"Mayne Island, Bc",0,,1,,0,,0,,0,,1,,0,,5,,0,,0,,1, 8 ,"Mayne Island, Bc"
"Mcbride, Bc",0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1, 1 ,"Mcbride, Bc"
"Mission, Bc",75,,52,,31,,98,,37,,16,,6,,33,,26,,0,,0, 374 ,"Mission, Bc"
"Midway, Bc",0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1, 1 ,"Midway, Bc"
"Milner, Bc",2,,2,,1,,0,,1,,0,,0,,2,,0,,0,,0, 8 ,"Milner, Bc"
"Mount Lehman, Bc",1,,4,,0,,2,,1,,0,,1,,0,,0,,0,,0, 9 ,"Mount Lehman, Bc"
"Moose Jaw, Sk",0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,2, 2 ,"Moose Jaw, Sk"
"Merritt, Bc",3,,3,,0,,0,,0,,0,,0,,1,,0,,0,,1, 8 ,"Merritt, Bc"
"Nanaimo, Bc",35,,29,,9,,26,,12,,11,,2,,46,,17,,1,,2, 190 ,"Nanaimo, Bc"
"Nakusp, Bc",0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1, 1 ,"Nakusp, Bc"
"Nanoose Bay, Bc",1,,0,,0,,1,,0,,0,,0,,2,,0,,0,,0, 4 ,"Nanoose Bay, Bc"
"Nanton, Ab",0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1, 1 ,"Nanton, Ab"
"New Westminster,",1233,,83,,92,,538,,212,,37,,5,,117,,206,,1,,2," 2,526 ","New Westminster,"
"Nelson, Bc",4,,0,,0,,4,,1,,2,,0,,2,,0,,0,,1, 14 ,"Nelson, Bc"
"New Denver, Bc",0,,2,,1,,1,,1,,0,,0,,0,,0,,0,,0, 5 ,"New Denver, Bc"
"North Battleford,",0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1, 1 ,"North Battleford,"
North Vancouver C,168,,26,,25,,122,,33,,17,,2,,45,,32,,2,,2, 474 ,North Vancouver C
North Vancouver D,36,,17,,15,,56,,12,,9,,1,,32,,6,,0,,1, 185 ,North Vancouver D
"Oakville, ON",0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1, 1 ,"Oakville, ON"
Other - British C,8,,17,,3,,32,,26,,30,,2,,47,,15,,0,,4, 184 ,Other - British C
Other - Canada,1,,0,,0,,5,,0,,1,,0,,4,,3,,0,,165, 179 ,Other - Canada
"Okotoks, Ab",0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1, 1 ,"Okotoks, Ab"
"Ottawa, ON",1,,0,,0,,0,,0,,1,,0,,0,,0,,0,,3, 5 ,"Ottawa, ON"
"Pender Island, Bc",3,,0,,0,,1,,1,,1,,0,,3,,0,,0,,1, 10 ,"Pender Island, Bc"
"Pemberton, Bc",2,,3,,1,,5,,1,,5,,0,,8,,1,,0,,1, 27 ,"Pemberton, Bc"
"Penticton, Bc",6,,6,,1,,5,,3,,0,,1,,10,,2,,0,,1, 35 ,"Penticton, Bc"
"Philadelphia, Pa",0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1, 1 ,"Philadelphia, Pa"
"Pitt Meadows, Bc",57,,16,,15,,86,,17,,4,,2,,13,,13,,0,,0, 223 ,"Pitt Meadows, Bc"
"Pierrefonds, Queb",0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1, 1 ,"Pierrefonds, Queb"
"Pincher Creek, Ab",0,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0, 1 ,"Pincher Creek, Ab"
"Pittsburgh, Pa",0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1, 1 ,"Pittsburgh, Pa"
"Plamondon, Ab",0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1, 1 ,"Plamondon, Ab"
"Pouce Coupe, Bc",2,,2,,1,,3,,0,,0,,0,,0,,0,,0,,1, 9 ,"Pouce Coupe, Bc"
"Port Alberni, Bc",3,,2,,1,,2,,3,,0,,0,,2,,0,,0,,0, 13 ,"Port Alberni, Bc"
"Port Coquitlam, B",263,,51,,50,,375,,73,,18,,3,,47,,56,,0,,0, 936 ,"Port Coquitlam, B"
"Port Moody, Bc",99,,21,,14,,191,,23,,16,,2,,22,,17,,0,,1, 406 ,"Port Moody, Bc"
"Powell River, Bc",3,,2,,0,,4,,4,,1,,0,,3,,3,,0,,1, 21 ,"Powell River, Bc"
"Prince George, Bc",8,,1,,2,,15,,1,,0,,0,,4,,1,,0,,3, 35 ,"Prince George, Bc"
"Prince Albert, Sk",0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1, 1 ,"Prince Albert, Sk"
"Prince Rupert, Bc",2,,2,,0,,4,,2,,0,,0,,0,,2,,0,,2, 14 ,"Prince Rupert, Bc"
"Provost, Ab",0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1, 1 ,"Provost, Ab"
"Quesnel, Bc",4,,0,,1,,3,,2,,1,,0,,6,,2,,0,,0, 19 ,"Quesnel, Bc"
"Raymond, Ab",0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1, 1 ,"Raymond, Ab"
"Roberts Creek, Bc",1,,0,,0,,1,,0,,0,,0,,0,,0,,0,,0, 2 ,"Roberts Creek, Bc"
"Red Deer, Ab",0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1, 1 ,"Red Deer, Ab"
"Regina, Sk",0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1, 1 ,"Regina, Sk"
"Redcliff, Ab",0,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0, 1 ,"Redcliff, Ab"
"Richmond, Bc",518,,103,,94,,323,,246,,72,,5,,294,,380,,1,,3," 2,039 ","Richmond, Bc"
"Riondel, Bc",0,,1,,0,,0,,0,,0,,0,,0,,0,,0,,1, 2 ,"Riondel, Bc"
"Rossland, Bc",0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1, 1 ,"Rossland, Bc"
Rocky Mountain Ho,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1, 1 ,Rocky Mountain Ho
"Rockyford, Ab",0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1, 1 ,"Rockyford, Ab"
"Rosedale, Bc",3,,3,,1,,8,,1,,0,,1,,3,,2,,0,,0, 22 ,"Rosedale, Bc"
"Ruskin, Bc",0,,0,,0,,0,,0,,0,,0,,1,,0,,0,,0, 1 ,"Ruskin, Bc"
"Sardis, Bc",9,,10,,7,,18,,11,,7,,1,,11,,3,,0,,0, 77 ,"Sardis, Bc"
"Sacramento, Ca",0,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0, 1 ,"Sacramento, Ca"
"Saint Albert, Ab",0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1, 1 ,"Saint Albert, Ab"
"Salmo, Bc",0,,0,,0,,3,,0,,0,,0,,0,,1,,0,,1, 5 ,"Salmo, Bc"
"Salem, Or",0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1, 1 ,"Salem, Or"
"Saskatoon, Sk",2,,0,,0,,0,,0,,0,,0,,0,,0,,0,,2, 4 ,"Saskatoon, Sk"
"Saturna Island, B",0,,0,,1,,1,,0,,0,,0,,1,,0,,0,,1, 4 ,"Saturna Island, B"
"Sechelt, Bc",14,,3,,1,,14,,8,,4,,0,,110,,15,,1,,1, 171 ,"Sechelt, Bc"
"Sherwood Park, Ab",1,,1,,1,,1,,1,,0,,0,,1,,53,,0,,0, 59 ,"Sherwood Park, Ab"
"Smithers, Bc",0,,2,,0,,0,,1,,0,,0,,5,,0,,0,,2, 10 ,"Smithers, Bc"
"Sparwood, Bc",0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1, 1 ,"Sparwood, Bc"
"Spruce Grove, Ab",0,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0, 1 ,"Spruce Grove, Ab"
"Squamish, Bc",20,,5,,3,,14,,13,,0,,0,,1,,17,,0,,1, 74 ,"Squamish, Bc"
Self registered,0,,0,,0,,42,,24,,0,,0,,0,,0,,0,,0, 66 ,Self registered
Salt Spring Islan,0,,2,,1,,2,,0,,0,,0,,1,,0,,0,,1, 7 ,Salt Spring Islan
"Strathmore, Ab",0,,0,,1,,0,,2,,0,,0,,0,,0,,0,,1, 4 ,"Strathmore, Ab"
"Stettler, Ab",0,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0, 1 ,"Stettler, Ab"
"Stony Plain, Ab",0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1, 1 ,"Stony Plain, Ab"
"St. Paul, AB",0,,0,,0,,1,,0,,0,,0,,0,,0,,0,,0, 1 ,"St. Paul, AB"
"Stewart, Bc",0,,0,,0,,3,,0,,0,,0,,0,,1,,0,,1, 5 ,"Stewart, Bc"
"Surrey, Bc",82675,,33033,,43704,,91625,,72762,,24645,,1760,,42091,,49407,,1090,,26," 442,818 ","Surrey, Bc"
